time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-05-20 00:00:00+00:00,,,2.0,1.0
2021-05-21 00:00:00+00:00,,,12.0,1.0
2021-05-22 00:00:00+00:00,1.0,1.0,1.0,1.0
2021-05-23 00:00:00+00:00,,,6.0,2.0
2021-05-25 00:00:00+00:00,,,2.0,1.0
2021-05-27 00:00:00+00:00,,,1.0,1.0
2021-05-29 00:00:00+00:00,,,6.0,1.0
2021-05-31 00:00:00+00:00,,,3.0,2.0
2021-06-01 00:00:00+00:00,1.0,1.0,,
2021-06-02 00:00:00+00:00,9.0,8.0,154.0,1.0
